Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Unfallstunde;Wochentag;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.56173476624059, 7.5641728507856305;"{""coordinates"": [7.564172850785631, 47.56173476624059], ""type"": ""Point""}";25363;Auffahrunfall;1 Unfall mit Sachschaden;2013;12;11;1 Montag;Nebenstrasse;False;False;False
47.57732667712062, 7.596387443282711;"{""coordinates"": [7.596387443282711, 47.57732667712062], ""type"": ""Point""}";25385;Auffahrunfall;1 Unfall mit Sachschaden;2021;8;15;6 Samstag;Hauptstrasse;False;False;True
47.59475144341183, 7.655391544954954;"{""coordinates"": [7.655391544954954, 47.59475144341183], ""type"": ""Point""}";25395;Auffahrunfall;1 Unfall mit Sachschaden;2011;4;13;2 Dienstag;Hauptstrasse;False;False;True
47.57053300166309, 7.6288070392505345;"{""coordinates"": [7.628807039250534, 47.57053300166309], ""type"": ""Point""}";25453;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;7;10;1 Montag;Hauptstrasse;False;False;False
47.5442552237134, 7.576312255531931;"{""coordinates"": [7.576312255531931, 47.5442552237134], ""type"": ""Point""}";25476;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;8;10;1 Montag;Hauptstrasse;False;False;False
47.543326856675954, 7.598983402259091;"{""coordinates"": [7.598983402259091, 47.543326856675954], ""type"": ""Point""}";25510;Auffahrunfall;1 Unfall mit Sachschaden;2018;11;11;3 Mittwoch;Nebenstrasse;False;False;False
47.54442828570677, 7.5744530877673295;"{""coordinates"": [7.57445308776733, 47.54442828570677], ""type"": ""Point""}";25523;Auffahrunfall;3 Unfall mit Schwerverletzten;2024;6;16;3 Mittwoch;Hauptstrasse;False;False;False
47.55464149767742, 7.611226775274933;"{""coordinates"": [7.611226775274933, 47.55464149767742], ""type"": ""Point""}";25547;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;6;9;6 Samstag;Nebenstrasse;False;False;False
47.5707230075337, 7.584340892881261;"{""coordinates"": [7.584340892881261, 47.5707230075337], ""type"": ""Point""}";25594;Auffahrunfall;1 Unfall mit Sachschaden;2017;4;17;4 Donnerstag;Autobahn;False;False;False
47.569528865349874, 7.58271634781482;"{""coordinates"": [7.58271634781482, 47.569528865349874], ""type"": ""Point""}";25615;Auffahrunfall;3 Unfall mit Schwerverletzten;2020;8;15;1 Montag;Nebenstrasse;False;True;False
47.550236407436984, 7.615981637344581;"{""coordinates"": [7.615981637344581, 47.550236407436984], ""type"": ""Point""}";25616;Auffahrunfall;2 Unfall mit Leichtverletzten;2018;10;20;5 Freitag;Autobahn;False;False;False
47.56712236242385, 7.606735719172972;"{""coordinates"": [7.606735719172972, 47.56712236242385], ""type"": ""Point""}";25630;Auffahrunfall;1 Unfall mit Sachschaden;2019;5;6;1 Montag;Autobahn;False;False;False
47.54392838508998, 7.618192194209582;"{""coordinates"": [7.618192194209582, 47.54392838508998], ""type"": ""Point""}";25646;Auffahrunfall;2 Unfall mit Leichtverletzten;2018;6;16;3 Mittwoch;Autobahn;False;False;False
47.55489197892856, 7.612131005064602;"{""coordinates"": [7.612131005064602, 47.55489197892856], ""type"": ""Point""}";25677;Auffahrunfall;1 Unfall mit Sachschaden;2016;11;10;3 Mittwoch;Nebenstrasse;False;False;False
47.54869039691813, 7.61537871818469;"{""coordinates"": [7.61537871818469, 47.54869039691813], ""type"": ""Point""}";25697;Auffahrunfall;1 Unfall mit Sachschaden;2018;12;11;5 Freitag;Autobahn;False;False;False
47.561077954978366, 7.5644237640679695;"{""coordinates"": [7.564423764067969, 47.561077954978366], ""type"": ""Point""}";25709;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;9;15;5 Freitag;Hauptstrasse;False;False;False
47.54381798946553, 7.588106258401319;"{""coordinates"": [7.588106258401319, 47.54381798946553], ""type"": ""Point""}";25742;Auffahrunfall;2 Unfall mit Leichtverletzten;2021;12;11;5 Freitag;Nebenstrasse;False;False;True
47.566850598325935, 7.595226957245332;"{""coordinates"": [7.595226957245332, 47.566850598325935], ""type"": ""Point""}";25779;Auffahrunfall;1 Unfall mit Sachschaden;2016;1;18;6 Samstag;Nebenstrasse;False;False;False
47.55859618077965, 7.5869651165839445;"{""coordinates"": [7.586965116583944, 47.55859618077965], ""type"": ""Point""}";25830;Auffahrunfall;1 Unfall mit Sachschaden;2012;10;16;2 Dienstag;Nebenstrasse;False;False;True
47.54984992034433, 7.615820941069173;"{""coordinates"": [7.615820941069173, 47.54984992034433], ""type"": ""Point""}";25840;Auffahrunfall;1 Unfall mit Sachschaden;2011;11;17;4 Donnerstag;Autobahn;False;False;False
47.545026618533434, 7.599028355469304;"{""coordinates"": [7.599028355469304, 47.545026618533434], ""type"": ""Point""}";25842;Auffahrunfall;1 Unfall mit Sachschaden;2015;8;7;2 Dienstag;Nebenstrasse;False;False;False
47.54268168291603, 7.621761000808654;"{""coordinates"": [7.621761000808654, 47.54268168291603], ""type"": ""Point""}";25870;Auffahrunfall;1 Unfall mit Sachschaden;2019;11;10;6 Samstag;Autobahn;False;False;False
47.55132574979824, 7.575094993402283;"{""coordinates"": [7.575094993402283, 47.55132574979824], ""type"": ""Point""}";25912;Auffahrunfall;2 Unfall mit Leichtverletzten;2023;5;15;6 Samstag;Nebenstrasse;False;True;False
47.55985867323679, 7.59803654466978;"{""coordinates"": [7.59803654466978, 47.55985867323679], ""type"": ""Point""}";25918;Auffahrunfall;1 Unfall mit Sachschaden;2013;10;22;2 Dienstag;Nebenstrasse;False;True;False
47.568206960939584, 7.567178050589326;"{""coordinates"": [7.567178050589326, 47.568206960939584], ""type"": ""Point""}";25947;Auffahrunfall;2 Unfall mit Leichtverletzten;2011;6;17;1 Montag;Hauptstrasse;False;False;False
47.54987112939032, 7.587844224678063;"{""coordinates"": [7.587844224678063, 47.54987112939032], ""type"": ""Point""}";25954;Auffahrunfall;2 Unfall mit Leichtverletzten;2018;4;9;4 Donnerstag;Nebenstrasse;False;False;True
47.568596922605664, 7.579936431699445;"{""coordinates"": [7.579936431699445, 47.568596922605664], ""type"": ""Point""}";25962;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;8;14;2 Dienstag;Nebenstrasse;False;False;True
47.581044788750944, 7.5936070864435665;"{""coordinates"": [7.593607086443567, 47.581044788750944], ""type"": ""Point""}";25989;Auffahrunfall;3 Unfall mit Schwerverletzten;2019;5;16;3 Mittwoch;Hauptstrasse;False;False;True
47.5711126115451, 7.574507625632914;"{""coordinates"": [7.574507625632914, 47.5711126115451], ""type"": ""Point""}";26006;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;4;10;1 Montag;Nebenstrasse;False;False;True
47.56004485004543, 7.612493217459817;"{""coordinates"": [7.612493217459817, 47.56004485004543], ""type"": ""Point""}";26020;Auffahrunfall;1 Unfall mit Sachschaden;2020;11;6;1 Montag;Autobahn;False;False;False
47.54027171504723, 7.621526938230582;"{""coordinates"": [7.621526938230582, 47.54027171504723], ""type"": ""Point""}";26059;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;6;17;2 Dienstag;Nebenstrasse;False;False;False
47.570700170625905, 7.595025616933748;"{""coordinates"": [7.595025616933748, 47.570700170625905], ""type"": ""Point""}";26071;Auffahrunfall;1 Unfall mit Sachschaden;2018;1;6;3 Mittwoch;Autobahn;False;False;False
47.55105951046321, 7.5796509361960105;"{""coordinates"": [7.57965093619601, 47.55105951046321], ""type"": ""Point""}";26072;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;9;9;4 Donnerstag;Nebenstrasse;False;False;False
47.57526365301612, 7.598933156732347;"{""coordinates"": [7.598933156732347, 47.57526365301612], ""type"": ""Point""}";26135;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;12;10;4 Donnerstag;Nebenstrasse;False;False;False
47.57058177903723, 7.582187608002355;"{""coordinates"": [7.582187608002355, 47.57058177903723], ""type"": ""Point""}";26138;Auffahrunfall;3 Unfall mit Schwerverletzten;2019;4;17;5 Freitag;Nebenstrasse;False;True;False
47.55190284080018, 7.588527425938033;"{""coordinates"": [7.588527425938033, 47.55190284080018], ""type"": ""Point""}";26144;Auffahrunfall;1 Unfall mit Sachschaden;2013;11;0;6 Samstag;Nebenstrasse;False;False;False
47.570692493975365, 7.57990210629471;"{""coordinates"": [7.57990210629471, 47.570692493975365], ""type"": ""Point""}";26149;Auffahrunfall;1 Unfall mit Sachschaden;2019;4;16;3 Mittwoch;Nebenstrasse;False;False;False
47.560286395348314, 7.564528197411191;"{""coordinates"": [7.564528197411191, 47.560286395348314], ""type"": ""Point""}";26168;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;3;12;1 Montag;Hauptstrasse;False;False;False
47.55826182508204, 7.581025158946353;"{""coordinates"": [7.581025158946353, 47.55826182508204], ""type"": ""Point""}";26172;Auffahrunfall;1 Unfall mit Sachschaden;2016;4;18;2 Dienstag;Nebenstrasse;False;False;False
47.55977344605148, 7.580471142207297;"{""coordinates"": [7.580471142207297, 47.55977344605148], ""type"": ""Point""}";26181;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;7;16;4 Donnerstag;Hauptstrasse;False;False;False
47.56632995932701, 7.6073976454028305;"{""coordinates"": [7.60739764540283, 47.56632995932701], ""type"": ""Point""}";26192;Auffahrunfall;1 Unfall mit Sachschaden;2024;7;5;1 Montag;Autobahn;False;False;False
47.54308310948158, 7.599646801615407;"{""coordinates"": [7.599646801615407, 47.54308310948158], ""type"": ""Point""}";26200;Auffahrunfall;1 Unfall mit Sachschaden;2019;11;7;5 Freitag;Nebenstrasse;False;False;False
47.54571090810102, 7.591777739469292;"{""coordinates"": [7.591777739469292, 47.54571090810102], ""type"": ""Point""}";26212;Auffahrunfall;1 Unfall mit Sachschaden;2019;6;18;2 Dienstag;Hauptstrasse;False;True;False
47.543408165748396, 7.598717992283214;"{""coordinates"": [7.598717992283214, 47.543408165748396], ""type"": ""Point""}";26222;Auffahrunfall;2 Unfall mit Leichtverletzten;2011;6;22;7 Sonntag;Nebenstrasse;False;False;False
47.57524566573864, 7.598933102707443;"{""coordinates"": [7.598933102707443, 47.57524566573864], ""type"": ""Point""}";26225;Auffahrunfall;1 Unfall mit Sachschaden;2018;10;6;3 Mittwoch;Nebenstrasse;False;False;False
47.543937378825234, 7.618192224469004;"{""coordinates"": [7.618192224469004, 47.543937378825234], ""type"": ""Point""}";26244;Auffahrunfall;1 Unfall mit Sachschaden;2019;3;13;6 Samstag;Autobahn;False;False;False
47.566735558160815, 7.606787654906796;"{""coordinates"": [7.606787654906796, 47.566735558160815], ""type"": ""Point""}";26263;Auffahrunfall;3 Unfall mit Schwerverletzten;2019;12;18;6 Samstag;Nebenstrasse;False;False;False
47.557613942735635, 7.614225798467823;"{""coordinates"": [7.614225798467823, 47.557613942735635], ""type"": ""Point""}";26276;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;7;15;2 Dienstag;Autobahn;False;False;False
47.54573842552828, 7.61071978950793;"{""coordinates"": [7.61071978950793, 47.54573842552828], ""type"": ""Point""}";26283;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;4;16;1 Montag;Autobahn;False;False;False
47.56159876065505, 7.580808169386577;"{""coordinates"": [7.580808169386577, 47.56159876065505], ""type"": ""Point""}";26314;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;5;11;5 Freitag;Hauptstrasse;False;False;False
47.57351235444556, 7.590368981452439;"{""coordinates"": [7.590368981452439, 47.57351235444556], ""type"": ""Point""}";26333;Auffahrunfall;1 Unfall mit Sachschaden;2015;4;20;7 Sonntag;Nebenstrasse;False;False;False
47.56633852749366, 7.565113850347667;"{""coordinates"": [7.565113850347667, 47.56633852749366], ""type"": ""Point""}";26348;Auffahrunfall;1 Unfall mit Sachschaden;2024;12;2;5 Freitag;Hauptstrasse;False;False;False
47.54414377934683, 7.579260768544815;"{""coordinates"": [7.579260768544815, 47.54414377934683], ""type"": ""Point""}";26353;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;3;16;2 Dienstag;Hauptstrasse;False;False;False
47.55953203138274, 7.612611127352032;"{""coordinates"": [7.612611127352032, 47.55953203138274], ""type"": ""Point""}";26356;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;4;13;3 Mittwoch;Hauptstrasse;False;False;False
47.549408191094294, 7.584096786397004;"{""coordinates"": [7.584096786397004, 47.549408191094294], ""type"": ""Point""}";26359;Auffahrunfall;1 Unfall mit Sachschaden;2017;1;2;7 Sonntag;Nebenstrasse;False;False;False
47.548852203212, 7.61543239035311;"{""coordinates"": [7.61543239035311, 47.548852203212], ""type"": ""Point""}";26398;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;14;5 Freitag;Autobahn;False;False;False
47.5587793394383, 7.598099754912574;"{""coordinates"": [7.598099754912574, 47.5587793394383], ""type"": ""Point""}";26399;Auffahrunfall;2 Unfall mit Leichtverletzten;2012;1;4;5 Freitag;Nebenstrasse;False;False;False
47.551165866231756, 7.594981695317504;"{""coordinates"": [7.594981695317504, 47.551165866231756], ""type"": ""Point""}";26409;Auffahrunfall;1 Unfall mit Sachschaden;2018;8;12;5 Freitag;Nebenstrasse;False;False;True
47.570255884602474, 7.604140862485226;"{""coordinates"": [7.604140862485226, 47.570255884602474], ""type"": ""Point""}";26457;Auffahrunfall;2 Unfall mit Leichtverletzten;2021;7;14;6 Samstag;Autobahn;False;False;True
47.56476324483162, 7.608641767927628;"{""coordinates"": [7.608641767927628, 47.56476324483162], ""type"": ""Point""}";26467;Auffahrunfall;2 Unfall mit Leichtverletzten;2012;6;14;5 Freitag;Autobahn;False;False;True
47.570829932360475, 7.58513855856657;"{""coordinates"": [7.58513855856657, 47.570829932360475], ""type"": ""Point""}";26477;Auffahrunfall;2 Unfall mit Leichtverletzten;2012;4;16;2 Dienstag;Autobahn;False;False;False
47.55481436681523, 7.6158905678912;"{""coordinates"": [7.6158905678912, 47.55481436681523], ""type"": ""Point""}";26512;Auffahrunfall;1 Unfall mit Sachschaden;2016;4;11;5 Freitag;Autobahn;False;False;False
47.54894612965556, 7.579525802836957;"{""coordinates"": [7.579525802836957, 47.54894612965556], ""type"": ""Point""}";26529;Auffahrunfall;1 Unfall mit Sachschaden;2019;8;14;6 Samstag;Nebenstrasse;False;False;False
47.54168187731144, 7.598340914051071;"{""coordinates"": [7.598340914051071, 47.54168187731144], ""type"": ""Point""}";26550;Auffahrunfall;1 Unfall mit Sachschaden;2017;9;13;5 Freitag;Nebenstrasse;False;False;False
47.542717616070064, 7.621787689201418;"{""coordinates"": [7.621787689201418, 47.542717616070064], ""type"": ""Point""}";26587;Auffahrunfall;2 Unfall mit Leichtverletzten;2022;5;9;6 Samstag;Autobahn;False;False;False
47.57052424656966, 7.617298298274396;"{""coordinates"": [7.617298298274396, 47.57052424656966], ""type"": ""Point""}";26593;Auffahrunfall;1 Unfall mit Sachschaden;2016;7;17;6 Samstag;Hauptstrasse;False;False;False
47.54533313595024, 7.5984979486183875;"{""coordinates"": [7.598497948618387, 47.54533313595024], ""type"": ""Point""}";26656;Auffahrunfall;3 Unfall mit Schwerverletzten;2017;4;21;3 Mittwoch;Hauptstrasse;False;False;False
47.57717378233415, 7.6028996599296725;"{""coordinates"": [7.602899659929673, 47.57717378233415], ""type"": ""Point""}";26706;Auffahrunfall;2 Unfall mit Leichtverletzten;2014;6;14;6 Samstag;Nebenstrasse;False;False;True
47.547683684165534, 7.6149901545500445;"{""coordinates"": [7.614990154550044, 47.547683684165534], ""type"": ""Point""}";26742;Auffahrunfall;1 Unfall mit Sachschaden;2017;1;13;1 Montag;Autobahn;False;False;False
47.558424394673295, 7.6135508554720275;"{""coordinates"": [7.613550855472027, 47.558424394673295], ""type"": ""Point""}";26749;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;12;17;5 Freitag;Autobahn;False;False;False
47.54847468873363, 7.615285015947789;"{""coordinates"": [7.615285015947789, 47.54847468873363], ""type"": ""Point""}";26757;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;5;11;4 Donnerstag;Autobahn;False;False;False
47.548582532756996, 7.615338508940941;"{""coordinates"": [7.615338508940941, 47.548582532756996], ""type"": ""Point""}";26820;Auffahrunfall;1 Unfall mit Sachschaden;2016;10;13;6 Samstag;Autobahn;False;False;False
47.57354831173356, 7.590382373891309;"{""coordinates"": [7.590382373891309, 47.57354831173356], ""type"": ""Point""}";26828;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;1;18;1 Montag;Nebenstrasse;False;False;True
47.56011654154366, 7.612666180647921;"{""coordinates"": [7.612666180647921, 47.56011654154366], ""type"": ""Point""}";26848;Auffahrunfall;1 Unfall mit Sachschaden;2016;1;20;3 Mittwoch;Nebenstrasse;False;False;False
47.55551718679245, 7.6150293293231135;"{""coordinates"": [7.615029329323113, 47.55551718679245], ""type"": ""Point""}";26867;Auffahrunfall;1 Unfall mit Sachschaden;2016;3;17;1 Montag;Nebenstrasse;False;False;False
47.54904020924444, 7.583484715506385;"{""coordinates"": [7.583484715506385, 47.54904020924444], ""type"": ""Point""}";26873;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;6;11;2 Dienstag;Nebenstrasse;False;False;True
47.56472723136006, 7.608668229285293;"{""coordinates"": [7.608668229285293, 47.56472723136006], ""type"": ""Point""}";26876;Auffahrunfall;2 Unfall mit Leichtverletzten;2018;3;16;6 Samstag;Autobahn;False;False;True
47.53845910272604, 7.606857980227483;"{""coordinates"": [7.606857980227483, 47.53845910272604], ""type"": ""Point""}";26885;Auffahrunfall;2 Unfall mit Leichtverletzten;2018;5;11;2 Dienstag;Nebenstrasse;False;False;False
47.57673609885486, 7.572395360301538;"{""coordinates"": [7.572395360301538, 47.57673609885486], ""type"": ""Point""}";26886;Auffahrunfall;1 Unfall mit Sachschaden;2014;2;12;5 Freitag;Nebenstrasse;False;False;False
47.581183007829786, 7.6488630511821185;"{""coordinates"": [7.648863051182119, 47.581183007829786], ""type"": ""Point""}";26942;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;6;14;3 Mittwoch;Hauptstrasse;False;False;False
47.57074679360024, 7.579623169472088;"{""coordinates"": [7.579623169472088, 47.57074679360024], ""type"": ""Point""}";26975;Auffahrunfall;2 Unfall mit Leichtverletzten;2023;7;11;1 Montag;Autobahn;False;False;False
47.541769384328376, 7.593479855864107;"{""coordinates"": [7.593479855864107, 47.541769384328376], ""type"": ""Point""}";26977;Auffahrunfall;3 Unfall mit Schwerverletzten;2015;4;15;3 Mittwoch;Nebenstrasse;False;False;False
47.56273145797014, 7.631237418333207;"{""coordinates"": [7.631237418333207, 47.56273145797014], ""type"": ""Point""}";27004;Auffahrunfall;2 Unfall mit Leichtverletzten;2020;10;13;3 Mittwoch;Hauptstrasse;False;False;False
47.57421672307347, 7.601574805849677;"{""coordinates"": [7.601574805849677, 47.57421672307347], ""type"": ""Point""}";27030;Auffahrunfall;1 Unfall mit Sachschaden;2013;4;7;1 Montag;Nebenstrasse;False;False;False
47.59307206606097, 7.6540817849837675;"{""coordinates"": [7.654081784983767, 47.59307206606097], ""type"": ""Point""}";27056;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;9;15;4 Donnerstag;Hauptstrasse;False;False;False
47.55467038668593, 7.6159432317360585;"{""coordinates"": [7.615943231736058, 47.55467038668593], ""type"": ""Point""}";27059;Auffahrunfall;1 Unfall mit Sachschaden;2017;7;10;6 Samstag;Autobahn;False;False;False
